label,x1,y1,t1,x2,y2,t2
336,10.40606099321263,55.36765666200515,72905550,10.40606099321263,55.36765666200515,72978885
337,10.406235229999984,55.36784553840788,74001631,10.406235229999984,55.36784553840788,74001631
338,10.40607653524804,55.368102531276854,46842637,10.40607653524804,55.368102531276854,47057965
339,10.405811850000001,55.36800666842989,48504039,10.405811850000001,55.36800666842989,48504039
340,10.406059671860865,55.36780321476883,70287193,10.406059671860865,55.36780321476883,70566000
341,10.405793799999989,55.36792946841934,73186122,10.405793799999989,55.36792946841934,73186122
342,10.406259751369394,55.36793259926259,61457650,10.406259751369394,55.36793259926259,61580015
343,10.393196989883643,55.3641896297436,62813389,10.393196989883643,55.3641896297436,62837000
344,10.405786979999988,55.36791550841744,64077000,10.405786979999988,55.36791550841744,64077000
345,10.405289656103129,55.36811446160997,63193170,10.405289656103129,55.36811446160997,63488267
346,10.405756569999994,55.36792199841833,65057429,10.405756569999994,55.36792199841833,65057429
347,10.406148945233918,55.367696165087146,50460833,10.406148945233918,55.367696165087146,50672000
348,10.411931689999994,55.37090465882629,53602000,10.411931689999994,55.37090465882629,53602000
349,10.405976152224948,55.367851973067815,38354381,10.405976152224948,55.367851973067815,38645709
350,10.408385053882494,55.37243249573344,39866000,10.408385053882494,55.37243249573344,39935000
351,10.405748840000001,55.36790694841626,40696000,10.405748840000001,55.36790694841626,40696000
352,10.406016357401334,55.367702577574406,56134397,10.406016357401334,55.367702577574406,56333816
353,10.3954476,55.363684837839614,58806755,10.3954476,55.363684837839614,58806755
354,10.393361412669876,55.36522101147325,59593000,10.393361412669876,55.36522101147325,59970426
355,10.405754169999987,55.36792115841819,61034000,10.405754169999987,55.36792115841819,61034000
356,10.406231456821425,55.36787053114909,57654673,10.406231456821425,55.36787053114909,57846000
357,10.405728377490298,55.36791827842376,60989000,10.405728377490298,55.36791827842376,61648000
358,10.406143160578573,55.3680827200219,68538962,10.406143160578573,55.3680827200219,68642000
359,10.405809939999989,55.36792697841901,70968390,10.405809939999989,55.36792697841901,70968390
360,10.405890991433836,55.367878381227534,57316004,10.405890991433836,55.367878381227534,57424253
361,10.405788534996047,55.367919148418665,59890608,10.405788534996047,55.367919148418665,60155821
362,10.405596372878934,55.368104707627026,58007000,10.405596372878934,55.368104707627026,58264000
363,10.40581337000001,55.36789502841464,60865000,10.40581337000001,55.36789502841464,60865000
364,10.406102330277992,55.3675844964222,47957000,10.406102330277992,55.3675844964222,48111807
365,10.433638655038504,55.35062121237207,52066499,10.433638655038504,55.35062121237207,52092000
366,10.405810630000008,55.36798423842683,57973464,10.405810630000008,55.36798423842683,57973464
367,10.4060768930819,55.36802395368506,50265945,10.4060768930819,55.36802395368506,50474000
368,10.405775929999994,55.36793502842009,52189000,10.405775929999994,55.36793502842009,52189000
369,10.406394252549113,55.36786208638714,45889000,10.406394252549113,55.36786208638714,46026020
370,10.40587838999999,55.36792462841869,47562000,10.40587838999999,55.36792462841869,47562000
371,10.406104218913324,55.367668124235436,63442000,10.406104218913324,55.367668124235436,63534511
372,10.405554004696224,55.367986901264985,66824000,10.405554004696224,55.367986901264985,67139485
373,10.405988075744345,55.36765371114736,70973755,10.405988075744345,55.36765371114736,71111171
374,10.405743980000002,55.36795012842217,73078392,10.405743980000002,55.36795012842217,73078392
375,10.40626940062505,55.3680261767914,26161067,10.40626940062505,55.3680261767914,26297830
376,10.432181409999995,55.37970372003273,27237000,10.432181409999995,55.37970372003273,27237000
377,10.432233674561386,55.37953320526613,27864000,10.432233674561386,55.37953320526613,28406000
378,10.405785420000017,55.36787758841224,29822809,10.405785420000017,55.36787758841224,29822809
379,10.405970338904153,55.3677658711978,43359956,10.405970338904153,55.3677658711978,43961000
380,10.40579245999999,55.36793110841956,46430155,10.40579245999999,55.36793110841956,46430155
381,10.40627402064626,55.36799840832544,58365010,10.40627402064626,55.36799840832544,58627188
382,10.40582212,55.367933318419865,60767955,10.40582212,55.367933318419865,60767955
383,10.405519919785556,55.36800224456417,54273181,10.405519919785556,55.36800224456417,54521000
384,10.372196099999995,55.38689577102207,55898915,10.372196099999995,55.38689577102207,55898915
385,10.371943459418507,55.386827137345925,61159000,10.371943459418507,55.386827137345925,61632490
386,10.40567611617897,55.367964203548865,63537676,10.40567611617897,55.367964203548865,65300605
387,10.405374021554096,55.368113883508954,49382938,10.405374021554096,55.368113883508954,49764000
388,6.268144310000009,55.57328464769246,57348000,6.268144310000009,55.57328464769246,57348000
389,6.294054472138577,55.58693528178824,76646000,6.294054472138577,55.58693528178824,76725000
390,6.293957579999983,55.58694390972666,78469000,6.293957579999983,55.58694390972666,78469000
391,10.406044007405692,55.36798897723489,60440000,10.406044007405692,55.36798897723489,60923561
392,10.431937561305316,55.37935272711247,62545000,10.431937561305316,55.37935272711247,62660967
393,10.405711439999994,55.36789995841529,64217000,10.405711439999994,55.36789995841529,64217000
394,10.405208695167877,55.36804191768763,67085447,10.405208695167877,55.36804191768763,67102765
395,10.37205969999999,55.3868845710205,68495000,10.37205969999999,55.3868845710205,68495000
396,10.371697129432924,55.386623376565026,73570173,10.371697129432924,55.386623376565026,73599632
397,10.405814819999994,55.36793206841972,74497000,10.405814819999994,55.36793206841972,74497000
